Epoch,Train Loss,Validation Loss,Train Accuracy,Validation Accuracy,Precision,Recall
1,2.1364054679870605,2.31836199760437,0.2240000069141388,0.10000000149011612,0.3943965435028076,0.03660000115633011
2,1.7546330690383911,2.4368162155151367,0.3476000130176544,0.10000000149011612,0.5503472089767456,0.12680000066757202
3,1.612860083580017,2.70367693901062,0.4007999897003174,0.10000000149011612,0.5902031064033508,0.19760000705718994
4,1.4488005638122559,3.0717432498931885,0.47119998931884766,0.10000000149011612,0.660977840423584,0.2865999937057495
5,1.3663285970687866,3.2632594108581543,0.4970000088214874,0.10000000149011612,0.6579895615577698,0.3285999894142151
6,1.2309041023254395,3.4489998817443848,0.5537999868392944,0.10000000149011612,0.7055456042289734,0.3944000005722046
7,1.1534847021102905,3.6234443187713623,0.5834000110626221,0.10000000149011612,0.7340425252914429,0.4415999948978424
8,1.079161524772644,3.7464373111724854,0.6087999939918518,0.10000000149011612,0.7285192012786865,0.4781999886035919
9,0.9594586491584778,3.8490703105926514,0.6531999707221985,0.10000000149011612,0.7545978426933289,0.5497999787330627
10,0.8571264147758484,3.932380437850952,0.6949999928474426,0.10000000149011612,0.7875944972038269,0.6043999791145325
11,0.737986147403717,4.014822006225586,0.7390000224113464,0.10000000149011612,0.8138219118118286,0.6618000268936157
12,0.6791349053382874,4.175203800201416,0.7685999870300293,0.10000000149011612,0.8304766416549683,0.7074000239372253
13,0.6022224426269531,4.094613075256348,0.7914000153541565,0.10000000149011612,0.8412268757820129,0.7459999918937683
14,0.5307634472846985,4.342223644256592,0.8158000111579895,0.10000000149011612,0.8564192652702332,0.7778000235557556
15,0.5241432189941406,4.4335761070251465,0.8141999840736389,0.10000000149011612,0.8558894395828247,0.7803999781608582
16,0.4039961099624634,4.6270036697387695,0.86080002784729,0.10000000149011612,0.8884156942367554,0.8343999981880188
17,0.3813377320766449,4.982982158660889,0.8658000230789185,0.10000000149011612,0.8903850317001343,0.8464000225067139
18,0.3564242124557495,4.95977783203125,0.8718000054359436,0.10000000149011612,0.8959209322929382,0.8521999716758728
19,0.3079746961593628,5.067761421203613,0.8934000134468079,0.10000000149011612,0.9099605083465576,0.8751999735832214
20,0.30216920375823975,5.220852851867676,0.8939999938011169,0.10000000149011612,0.9097495079040527,0.8790000081062317
21,0.2512255012989044,5.560731887817383,0.9147999882698059,0.10000000149011612,0.9272951483726501,0.902999997138977
22,0.21435357630252838,5.859661102294922,0.925000011920929,0.09989999979734421,0.9368098378181458,0.9161999821662903
23,0.3008430600166321,5.278042316436768,0.8992000222206116,0.10080000013113022,0.9138785600662231,0.8849999904632568
24,0.1983843445777893,6.449639320373535,0.9309999942779541,0.10000000149011612,0.9436706304550171,0.9214000105857849
25,0.2098001092672348,6.13693904876709,0.9279999732971191,0.11289999634027481,0.9391463994979858,0.9197999835014343
26,0.19771362841129303,5.965023994445801,0.9351999759674072,0.10599999874830246,0.9434694051742554,0.9246000051498413
27,0.17884132266044617,6.056063175201416,0.9380000233650208,0.11289999634027481,0.9470050930976868,0.9327999949455261
28,0.15917183458805084,5.504428386688232,0.9440000057220459,0.14100000262260437,0.9508529901504517,0.9363999962806702
29,0.153361976146698,5.863583564758301,0.9473999738693237,0.14970000088214874,0.9532994627952576,0.9390000104904175
30,0.1543898582458496,3.8357441425323486,0.9484000205993652,0.2818000018596649,0.9540578722953796,0.942799985408783
31,0.175051748752594,2.9479081630706787,0.9399999976158142,0.4009000062942505,0.9468775391578674,0.9340000152587891
32,0.19956724345684052,3.0732834339141846,0.9332000017166138,0.48100000619888306,0.9411884546279907,0.925000011920929
33,0.10743603855371475,3.2541959285736084,0.9639999866485596,0.48660001158714294,0.9681001305580139,0.9589999914169312
34,0.07603040337562561,3.2698898315429688,0.9765999913215637,0.4975000023841858,0.979095458984375,0.9742000102996826
35,0.12433096021413803,4.5748209953308105,0.9571999907493591,0.49129998683929443,0.9614608287811279,0.953000009059906
36,0.24756745994091034,10.792489051818848,0.9175999760627747,0.2935999929904938,0.9276396036148071,0.9101999998092651
37,0.1316552460193634,11.348006248474121,0.9545999765396118,0.31700000166893005,0.9610705375671387,0.9480000138282776
38,0.1472378969192505,10.757997512817383,0.9498000144958496,0.33809998631477356,0.9545637965202332,0.9453999996185303
39,0.11755317449569702,16.5102596282959,0.9616000056266785,0.19979999959468842,0.9652875661849976,0.95660001039505
40,0.11347904056310654,11.035215377807617,0.9625999927520752,0.35580000281333923,0.9668887257575989,0.9577999711036682
41,0.1462111920118332,14.121906280517578,0.9495999813079834,0.27790001034736633,0.9543526768684387,0.9449999928474426
42,0.17161588370800018,12.846216201782227,0.9430000185966492,0.2962000072002411,0.9477309584617615,0.9355999827384949
43,0.06833482533693314,13.540444374084473,0.9764000177383423,0.28870001435279846,0.9791038632392883,0.9746000170707703
44,0.020372234284877777,7.876486778259277,0.9932000041007996,0.42309999465942383,0.9939916133880615,0.9926000237464905
45,0.031212329864501953,8.915010452270508,0.9891999959945679,0.4041999876499176,0.9903788566589355,0.9882000088691711
46,0.21062003076076508,19.89302635192871,0.932200014591217,0.20360000431537628,0.9394491910934448,0.9277999997138977
47,0.2017175257205963,23.041650772094727,0.9312000274658203,0.18979999423027039,0.9427987933158875,0.9229999780654907
48,0.08816613256931305,15.990275382995605,0.9700000286102295,0.25609999895095825,0.9742351174354553,0.9679999947547913
49,0.04951028525829315,14.941566467285156,0.984000027179718,0.29600000381469727,0.9863508343696594,0.9828000068664551
50,0.031566642224788666,16.651611328125,0.9904000163078308,0.2667999863624573,0.9913845062255859,0.9896000027656555
51,0.08802162855863571,13.490778923034668,0.9714000225067139,0.28850001096725464,0.973853588104248,0.9684000015258789
52,0.20682097971439362,15.88636589050293,0.9305999875068665,0.29580000042915344,0.9368784427642822,0.9232000112533569
53,0.1673865169286728,11.415238380432129,0.9435999989509583,0.32249999046325684,0.9499087333679199,0.9368000030517578
54,0.04874999821186066,11.692740440368652,0.9854000210762024,0.32839998602867126,0.9871485829353333,0.9832000136375427
